30.890000	30.920000	Sound 189
31.070000	31.090000	Sound 190
31.200000	31.240000	Sound 191
31.350000	31.370000	Sound 192
31.490000	31.520000	Sound 193
31.630000	31.660000	Sound 194
31.770000	31.800000	Sound 195
31.930000	31.950000	Sound 196
32.110000	32.120000	Sound 197
32.270000	32.290000	Sound 198
32.440000	32.460000	Sound 199
32.790000	32.810000	Sound 200
33.070000	33.090000	Sound 201
33.240000	33.260000	Sound 202
33.390000	33.410000	Sound 203
33.550000	33.580000	Sound 204
33.710000	33.730000	Sound 205
33.880000	33.900000	Sound 206
34.050000	34.060000	Sound 207
34.220000	34.230000	Sound 208
34.340059	34.360059	Sound 209
34.489935	34.519935	Sound 210
34.630000	34.640000	Sound 211
34.780000	34.810000	Sound 212
34.920000	34.940000	Sound 213
35.070000	35.100000	Sound 214
35.210000	35.240000	Sound 215
35.370000	35.390000	Sound 216
35.540000	35.550000	Sound 217
35.700000	35.730000	Sound 218
35.860000	35.870000	Sound 219
36.010000	36.030000	Sound 220
36.170000	36.210000	Sound 221
36.330000	36.350000	Sound 222
36.490000	36.510000	Sound 223
36.670000	36.680000	Sound 224
36.940000	36.960000	Sound 225
37.080000	37.100000	Sound 226
37.230000	37.240000	Sound 227
37.380000	37.400000	Sound 228
37.530000	37.560000	Sound 229
37.680000	37.710000	Sound 230
37.840000	37.860000	Sound 231
37.970000	38.000000	Sound 232
38.130000	38.160000	Sound 233
38.320000	38.330000	Sound 234
38.470000	38.480000	Sound 235
38.620000	38.650000	Sound 236
38.770000	38.800000	Sound 237
38.950000	38.960000	Sound 238
39.300000	39.320000	Sound 239
39.450000	39.480000	Sound 240
39.610000	39.640000	Sound 241
39.750000	39.780000	Sound 242
39.920000	39.940000	Sound 243
40.070000	40.100000	Sound 244
40.220000	40.240000	Sound 245
40.390000	40.400000	Sound 246
40.550000	40.560000	Sound 247
40.700000	40.710000	Sound 248
40.860000	40.870000	Sound 249
41.020000	41.030000	Sound 250
41.170000	41.190000	Sound 251
41.330000	41.350000	Sound 252
41.480000	41.490000	Sound 253
41.640000	41.650000	Sound 254
41.780000	41.800000	Sound 255
41.930000	41.960000	Sound 256
42.110000	42.120000	Sound 257
42.400000	42.430000	Sound 258
42.560000	42.590000	Sound 259
42.700000	42.720000	Sound 260
43.040000	43.050000	Sound 261
43.210000	43.220000	Sound 262
43.500000	43.520000	Sound 263
43.680000	43.700000	Sound 264
43.870000	43.900000	Sound 265
44.020000	44.040000	Sound 266
44.210000	44.220000	Sound 267
44.340000	44.360000	Sound 268
44.560000	44.570000	Sound 269
44.770000	44.780000	Sound 270
44.940000	44.960000	Sound 271
45.100000	45.130000	Sound 272
45.260000	45.270000	Sound 273
45.530000	45.550000	Sound 274
45.670000	45.700000	Sound 275
45.830000	45.850000	Sound 276
45.970000	46.010000	Sound 277
46.140000	46.160000	Sound 278
46.280000	46.310000	Sound 279
46.470000	46.480000	Sound 280
46.640000	46.670000	Sound 281
47.000000	47.020000	Sound 282
47.160000	47.190000	Sound 283
47.320000	47.350000	Sound 284
47.480000	47.510000	Sound 285
47.660000	47.700000	Sound 286
47.810000	47.820000	Sound 287
48.180000	48.200000	Sound 288
48.570000	48.580000	Sound 289
48.930000	48.940000	Sound 290
49.090000	49.120000	Sound 291
49.400000	49.430000	Sound 292
49.560000	49.580000	Sound 293
49.730000	49.740000	Sound 294
49.870000	49.880000	Sound 295
50.010000	50.030000	Sound 296
50.170000	50.190000	Sound 297
50.330000	50.380000	Sound 298
50.520000	50.550000	Sound 299
50.660000	50.690000	Sound 300
50.880000	50.890000	Sound 301
51.030000	51.050000	Sound 302
51.170000	51.190000	Sound 303
51.310000	51.340000	Sound 304
51.440000	51.470000	Sound 305
51.600000	51.630000	Sound 306
51.770000	51.790000	Sound 307
51.930000	51.960000	Sound 308
52.080000	52.100000	Sound 309
52.240000	52.260000	Sound 310
52.380000	52.400000	Sound 311
52.530000	52.550000	Sound 312
52.740000	52.750000	Sound 313
52.890000	52.930000	Sound 314
53.050000	53.070000	Sound 315
53.220000	53.240000	Sound 316
53.370000	53.390000	Sound 317
53.610000	53.630000	Sound 318
54.110000	54.130000	Sound 319
54.560000	54.580000	Sound 320
54.710000	54.720000	Sound 321
54.850000	54.870000	Sound 322
55.000000	55.020000	Sound 323
55.190000	55.200000	Sound 324
55.350000	55.360000	Sound 325
55.510000	55.520000	Sound 326
56.230000	56.240000	Sound 327
56.400000	56.410000	Sound 328
56.540000	56.560000	Sound 329
56.670000	56.690000	Sound 330
56.840000	56.850000	Sound 331
56.980000	57.000000	Sound 332
57.170000	57.190000	Sound 333
57.350000	57.370000	Sound 334
57.520000	57.530000	Sound 335
57.660000	57.670000	Sound 336
57.810000	57.840000	Sound 337
57.960000	57.980000	Sound 338
58.370000	58.380000	Sound 339
58.540000	58.570000	Sound 340
58.700000	58.730000	Sound 341
58.860000	58.890000	Sound 342
59.230000	59.240000	Sound 343
59.380000	59.400000	Sound 344
59.670000	59.700000	Sound 345
59.840000	59.850000	Sound 346
60.030000	60.040000	Sound 347
60.190000	60.210000	Sound 348
60.350000	60.370000	Sound 349
60.510000	60.530000	Sound 350
60.680000	60.690000	Sound 351
61.300000	61.320000	Sound 352
61.460000	61.470000	Sound 353
61.760000	61.780000	Sound 354
61.940000	61.950000	Sound 355
62.090000	62.110000	Sound 356
62.280000	62.290000	Sound 357
62.610000	62.640000	Sound 358
62.780000	62.800000	Sound 359
63.820000	63.840000	Sound 360
63.980000	64.000000	Sound 361
64.140000	64.150000	Sound 362
64.290000	64.310000	Sound 363
64.450000	64.480000	Sound 364
64.850000	64.860000	Sound 365
65.160000	65.180000	Sound 366
66.500000	66.510000	Sound 367
66.820000	66.830000	Sound 368
66.980000	66.990000	Sound 369
67.130000	67.150000	Sound 370
67.270000	67.280000	Sound 371
67.410000	67.440000	Sound 372
67.560000	67.580000	Sound 373
67.750000	67.770000	Sound 374
69.380000	69.400000	Sound 375
69.560000	69.570000	Sound 376
70.060000	70.070000	Sound 377
70.230000	70.240000	Sound 378
70.400000	70.410000	Sound 379
